"";"full_text"
"1";"El Ayuntamiento de @madrid ha apagado las cámaras de tráfico del centro para que no se vieran las imágenes de la manifestación por la sanidad pública, y ha impedido a los fotógrafos subir al Ayuntamiento con sus cámaras. Deseando ver las quejas de @fape_fape y @aprensamadrid https://t.co/aZl4hEWd1K"
"2";"Palabras mayores.
Madrid por la sanidad pública. https://t.co/VfCtLIvYhj"
"3";"Ahora en la manifestación por la Sanidad Pública en Madrid donde, a juzgar por los pañuelos, los congregados piden la oreja de Ayuso. https://t.co/QqiC8tYS08"
"4";"@ATopeFeliz Eso es un fake como una casa.

Madrid, la CCAA con mayor renta, es la que menos invierte en Sanidad, y lleva más de 30 años gobernada por la derecha más rancia. Esa es la verdad.

Se que por tu trabajo estás acostumbrada a vivir de medias verdades y mentiras, pero aquí no cuela"
"5";"@javiernegre10 @ximopuig El que no dice nada eres tu sobre la mierda de sanidad que tenemos en Madrid"
"6";"@josevico4 @PabloIglesias Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Sois una banda de Indeseables."
"7";"@David_Conde_R Eso le preocupa a la derecha y a la izquierda, pero a los ciudadanos y sanitarios de Madrid que ayer nos manifestamos en masa nos preocupa la Sanidad Pública, por encima de ideologías políticas. Se hacen mucho daño negando la evidencia."
"8";"@Monica_Garcia_G @Rita_Maestre @miguelmontejo74 A pesar de vuestro constante boicot y a vuestro pesar, Madrid tienen, gracias a la derecha la mejor sanidad de España.
Aunque la mitad de los sanitarios sean liberados sindicales y estén tocandose los <U+0001F95A><U+0001F95A>
Decian que cobraste algún dinerillo indebidamente.
Lo has devuelto?"
"9";"@SuperRoStar Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Sois una banda de Indeseables."
"10";"@Panik81 Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Sois una banda de Indeseables."
"11";"Con la manifestación por la sanidad y el paro de los 4 camioneros que han ido a Madrid. No solo ha quedado en evidencia Ayuso y el PP. También los medios dando más cobertura a Manolin que a la masiva afluencia por la sanidad pública."
"12";"El eco en los medios internacionales de la protesta multitudinaria por la sanidad pública en Madrid https://t.co/SGP2hy9K8U vía @eldiarioes"
"13";"@rosamariaartal Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Sois una banda de Indeseables."
"14";"@sidifall031 @mthalassa1 @jaabellan Ganará otra vez. En Madrid siempre gana la derecha. Pero al menos la idea de que siguen desmontando la sanidad ha calado por fin y van a tener q parar como pasó con Güemes, Lasquetti, y el increíble Lamela. Eso dará un respiro de unos pocos años. Y puede q a nivel nacional ayude."
"15";"@AntonioMautor La sanidad tiene muchos problemas en Madrid muchísimos y en el resto del territorio.. pero una manifestación k abanderaban sres k van ha la sanidad privada?? Y por cierto si la izquierda puede y lo hace hablar de Franco constantemente el PP puede hablar de Eta lo k quiera .."
"16";"@The_GRM2 @MasMadrid__ Perdón, pero si leyeras tu propio tweet verías q hablas del ""estado d bienestar en España"" q supuestamente la izqda ha creado <U+0001F923><U+0001F923>éste, incluye bastante más q la sanidad... además, en CCAA donde gobierna PSOE la sanidad funciona MUCHÍSIMO PEOR q en Madrid! Vayan a protestar allá!"
"17";"@juanjtortosa Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Sois una banda de Indeseables."
"18";"@RosaVillacastin Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Son una banda de Indeseables."
"19";"@JulenBollain Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Sois una banda de Indeseables."
"20";"@NoaGresiva Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Sois una banda de Indeseables."
"21";"Pues ya saben ,en las siguientes elecciones, no votar a esta tía para si quieren una mejor sanidad pública en Madrid. https://t.co/SyLfKa9tke"
"22";"@AntonioMautor Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Sois una banda de Indeseables."
"23";"@JA_DelgadoRamos Que cara dura , despues de 40 años de gobierno de la izquierda en Andalucia , siempre con la mayor pobreza y con la peor sanidad, ahora Moreno Bonilla quiere desmantelar la sanidad .la sanidad de Madrid os pega mil vueltas a las vuestras. https://t.co/ACEtEYrLDF."
"24";"@JaimedeMola @matthewbennett Eso será en Madrid. El viernes en Santa Cruz de Tenerife había menos gente que la que se reune fuera del Hospital Virgen de Candelaria para fumar, cualquier día.
Supongo que es por que el gobierno canario de socialista. Aunque la sanidad se haya deteriorado a alta velocidad."
"25";"Enrique Ruiz Escudero 
""La Sanidad de Madrid lidera todos los ranking, el problema es que no hay médicos""
... https://t.co/7jn4ETGsBM"
"26";"@HPodemita Quereis que os diga la verdad, vosotros la sabeis. La sanidad en Madrid a vosotros os importa una MIERDA. Nos quereis hacer creer que os manifestais en Madrid por la Sanidad. Sois una banda de Indeseables."
"27";"@IdiazAyuso Te repito Ayuso para cuando la radioterapia de mi madre , por favor céntrate en la Sanidad madrileña y que se reduzcan  las listas de espera . Deja las cortinas de humo y preocúpate de Madrid"
"28";"Terminando 'Medios y cloacas"" de @PabloIglesias y a colación de los medios de información,en su cobertura de hoy sobre la protesta en Madrid en favor de la sanidad pública.
Podría poner decenas de citas que se nombran en este libro,pero me voy a quedar con una casi al final"
"29";"@dsegoviaatienza Sra quintana,la protesta es por la sanidad de Madrid,se puede extrapolar al resto del país, piense una cosa sencilla, le aseguro que no le dolerá la cabeza,cuando los pescadores tienen problemas vienen a protestar a madrid aunque no tenga puerto,madrid es la capital,fácil verdad"
"30";"<U+0001F970><U+0001F970><U+0001F970><U+270A><U+0001F3FB><U+0001F441><U+0001F1EA><U+0001F1E6> 
<U+0001F534>Manifestación multitudinaria en Madrid, España para defender la sanidad pública y protestar contra su desmantelamiento <U+0001F44F><U+0001F44F><U+0001F44F>

<U+0001F534>Entre 200.000 y 670.000 manifestantes salieron a las calles de la capital...
#eldespertarnoloparanadie https://t.co/ZIW017oS0J"
"31";"@JulenBollain Bueno es que la izquierda usa la sanidad de Madrid para tapar los trapiche os del Gobierno con sus aliados pero igual cuan España se convierta en una Ucrania porque los independentistas quieran todo el territorio porque la ley lea proteja"
"32";"@J_Zaragoza_ No pero eso de la manifestación por la sanidad, en Madrid no es fobia, ni delito de Odio. Total como somos unos Energumenos de cojones, ya lo habiamos organizado otras veces. A Esperanza Aguirre le hicimos la vida imposible. Pero no es fobia, ni delito de Odio."
"33";"@Francis12333073 Se es capital para lo bueno y lo malo. O para los camioneros está bien quejarse en Madrid pero por la sanidad no?
Ah espera, que lo primero es contra el gobierno de Sánchez. Entonces ya está bien, no?

Supongo que esa es la diferencia."
"34";"@SerranoIsmael A vosotros la sanidad os la pela que para eso sois ricos y vais a la privada. Lo que no soportais es que no pillais poder en Madrid porque sabemos la basura que sois. A ver cuándo montais otra en CLM o Valencia"
"35";"@MalaMalamente No pero eso de la manifestación por la sanidad, en Madrid no es fobia, ni delito de Odio. Total como somos unos Energumenos de cojones, ya lo habiamos organizado otras veces. A Esperanza Aguirre le hicimos la vida imposible. Pero no es fobia, ni delito de Odio."
"36";"ESPANA:   Cientos de miles de personas toman las calles de Madrid frente al maltrato de Ayuso a la sanidad pública -Diario  https://t.co/sOxekZPXUD"
"37";"@mescojono @solonoisback La sanidad pública en Madrid igual k en otras muchas comunidades autónomas está muy mal ...no es realista negar la mayor ..mejor sería reconocer el problema e intentar solventarlo."
"38";"Así tendrían que hacer en la Sanidad pública.Que una joven que trabaja en un hospital público  , vaya a consulta y servicios privados, será xvque es caprichosa? No.Porque la Publica ests colapsada .Da igual que sea Madrid que Albacete."
"39";"Que SINVERGÜENZA , se ríe de los ciudadanos y sobretodo de los MÉDICOS 

Ayuso afirma que la manifestación “no fue por la sanidad pública sino para buscar un nuevo liderazgo de ultraizquierda”  vía https://t.co/ZejPLG4LkA  https://t.co/T6ea5JNcQ6"
"40";"@PSOE @mjmonteroc @EnBocaDe_Todos Si ponemos a Antonio Sánchez a responder por todas las tropelías que está perpetrando, lo primero que deberíamos hacer es sentarlo ante un juez. Por cierto, toda España está está bastante peor que Madrid en sanidad y en todo lo demás.Con PIB de Madrid, España tendría 400.000 M +."
"41";"La típica salida ante el reclamo popular de pretender desmontar la sanidad pública en la Comunidad de Madrid. Tratando de dividir a la opinión pública y recurriendo a los manidos lugares comunes que han dividido a la sociedad española durante 80 años https://t.co/U2Q752OMQK"
"42";"@cristinajmg Se largan al extranjero por un tiempo, pero luego vuelven, que la tierra tira.Lo que se largan es de Madrid. Si hasta en Cataluña funciona mejor la sanidad, que tengo familia allí.Y esos datos que pululan de listas de espera de Madrid son falsos. https://t.co/NcziRo7kPt"
"43";"Datos, atención al audio.
https://t.co/zAwn0tPbpg"
"44";"@jaabellan Ha dolido que la manifestación fuese un éxito rotundo. Tenéis que salir alguno más a reforzar a la que se quiere cargar la sanidad pública en la Comunidad de Madrid."
"45";"@IdiazAyuso Millones de madrileños quieren imponer el sentido común y la justicia en MADRID defendiendo una Sanidad pública que es de tod@s. #ayusodimision 
El 26N en Sevilla demostraremos el mismo coraje! No se menosprecia al ciudadano @JuanMa_Moreno https://t.co/L6caSmaiFW"
"46";"@Panik81 Lo de la Izquierda Radical, con Madrid no es fobia, ni Odio. Ahora es la sanidad, antes era el hermano. Con Esperanza Aguirre tambien se la liasteis parda. Sois gente MUY AGRADABLE."
"47";"@NoaGresiva Lo de la Izquierda Radical, con Madrid no es fobia, ni Odio. Ahora es la sanidad, antes era el hermano. Con Esperanza Aguirre tambien se la liasteis parda. Sois gente MUY AGRADABLE."
"48";"@Danieldaninyo @NoaGresiva Jajajaja habrás pillado un día bueno bueno !!!!  
Ahora resulta q la sanidad en España está de p madre menos en Madrid jajaja"
"49";"Cuando el cargo de presidenta de Madrid  te queda grande hay que ser humilde
Ayuso acusa a la izquierda de “incendiar” Madrid y de usar la sanidad para llegar al poder “con juego sucio” https://t.co/lK8U8sueyB vía @el_pais"
"50";"@TrainerExtreme Al resto de España nos importa una mierda la Sanidad de Madrid, tenemos bastante con la del Psoe, os creeis el ombligo del mundo?"
"51";"@Elcano87861521 @kanoute87 @javiernegre10 Sí hombre, sí.

¿Y el toque se le dió por el funcionamiento de la sanidad en Madrid, dice usted?"
"52";"Mientras se quejan de la sanidad en Madrid, el gobierno de Pedro Sánchez otorgará más dinero en los Presupuestos de 2023 a ministerios recién creados como el de Agenda 2030 (con colocaciones a dedo como la de Lilith Verstrynge ganando 100.000€/año o más) que a Sanidad.
... https://t.co/SXYPwXWgUg"
"53";"@mrbirra Sí, sí, lo de Cantabria está siendo parecido.. <U+0001F602><U+0001F602>

Tú lo has dicho, ""la Sanidad es muy amplia"" y al final son los ciudadanos los que tienen que valorarla. Y, oh, sorpresa, en Madrid la gente descontenta no está.

Por cierto, para no ir nada a Sanidad, no estamos tan mal, no? https://t.co/psUKeUxMku"
"54";"@ramonbv47 @mario71cruz @juanjodom @IdiazAyuso @PSOE @MasMadrid__ @PODEMOS Querido la sanidad en España no es sólo Madrid,mirate las comunidades donde gobierna la izquierda y ya me cuentas"
"55";"@irenejunquera Nadie está en contra de ese derecho. Se está en contra de la utilización de ese derecho con fines políticos. Si de verdad le importara a la izquierda la sanidad se manifestarían en todas las comunidades, pero eso no, Madrid es más chuli."
"56";"@hora25 @MargalloJm Mucho bar y poca sanidad, eso es lo que ha pasado en Madrid."
"57";"El PP considera un 'fracaso' la manifestación por la sanidad pública en Madrid que ha reunido a cientos de miles de personas
Si no lo quieren ver qué fue un éxito es que son Ciegos y unos Locos https://t.co/HuVdOdRU8J vía @publico_es"
"58";"@RosaVillacastin Imagino que ud misma sabe que lo que está diciendo es absurdo… es tan evidente que todo esto es político y qué hay una evidente intención de ir contra la Ayuso… es un atentado a la inteligencia negarlo.. hay problemas en la sanidad en todo el país pero se va contra Madrid"
"59";"@ElHuffPost A qué estaría esperando Sánchez, a las próximas elecciones para proclamar la república federal laica? Ni la burrada más grande va a tapar la manifestación abrumadora contra las políticas neoliberales que estáis llevando a cabo para desmantelamiento de la sanidad pública en Madrid"
"60";"@PSOE @sanchezcastejon @Pilar_Alegria Espérense a las próximas elecciones y verán sus resultados, cuando votemos los que ayer no salimos a la calle, para respaldar una manifestación política.
Comparen la Sanidad de Madrid con la de Castilla-La Mancha, por poner un ejemplo, que coge cerca.
O con cualquiera otra."
"61";"@SXTrece @javiernegre10 @ximopuig Y cuál es la verdad y la mentira? Madrid no es de las mejores de España en sanidad? La gente no se moviliza en otras comunidades donde va peor la sanidad?"
"62";"@Van_Haggen @irenejunquera Que tiene que ver la sanidad pública de España con la de Madrid? No es más ciego aquel que no quiere ver y tu derechismo no te deja ver la realidad de la cam"
"63";"<U+0001F60F> La maquinaria de ultraizquierda tiene miedo. Saben que el votante ha despertado ¡Eso no lo duden!
Ayuso atribuye la manifestación a “la debacle que va a sufrir el Partido Socialista” <U+0001F499> #YoConAyuso
#HAYQUEECHARLOS
https://t.co/g5ekahFKsE https://t.co/9APQyzlsDc vía @eldiarioes"
"64";"<U+2747><U+FE0F>  #Ayuso, tiene que ser una miserable o una inbécil.

""Ultraizquierda"", ""agitación"" y ""juego sucio"": @IdiazAyuso activa todos los resortes ante el éxito de la protesta por la #SanidadPública 

vía @eldiario_Madrid

<U+25B6><U+FE0F> https://t.co/XvJdGoC4ko https://t.co/iCzApRC7Gq"
"65";"@EnfrmraSaturada La gente manifestándose por la sanidad en Madrid… Ya quisiera yo tener en Canarias la sanidad que tienen en Madrid <U+0001F602>"
"66";"Pero qué gilipollez es esta, ya tenemos sanidad pública en Madrid, y de las mejores https://t.co/gr1wlUQc9z"
"67";"@Macca15Paul Hitler convenció a millones de alemanes, y tu crees que tenía razón?
La sanidad de Madrid es ejemplar no sólo en España, también en Europa. Tú  vas y pides cita sanitaria en el resto de comunidades. Luego VAS Y LO CASCAS."
"68";"@Paco_M_L @barchelonanow @dlacalle Independientemente de como estén en otras CCAA, la solución no es alabar la sanidad en decadencia de Madrid.

Tercera CCAA con menos profesionales de atención primaria por 1000 habitantes de España https://t.co/vVapndNTa9"
"69";"@pasanospoco Al resto de España nos importa una higa la Sanidad de Madrid"
"70";"Si para los medios y la derecha,la Marcha por la 
Sanidad Pública en Madrid fue política contra el PP y contra Ayuso.
Podríamos hacer una Marcha contra el Fascismo en todo el país.
¿ Te apuntas ?
Pues Retweet <U+0001F504>
Propongo el 15 de Enero"
"71";"@SaludMadrid Madrid despierta ”Son ejemplos puntuales, lo sé. Pero sé de otros que tienen también otros ejemplos puntuales. Suma todos estos ejemplos puntuales y te sale una manifestación en Cibeles. #SanidadPublicaYDeCalidad #LaSanidadNoSeVendeSeDefiende https://t.co/v7mKrXM2AJ"
"72";"@Ivan_Bravic @CasanovaHistory Ella no va a aportar datos sobre la sanidad si considera que la sanidad es el pretexto, no el objetivo. Su estrategia, estemos de acuerdo o no, es adecuada. Ella considera que le están organizando un BLM, y no trolea, habla de efectos de un BLM en Madrid."
"73";"Las CCAA con menos médicos en Atención Primaria están gobernadas por el PSOE, por @diegodelacruz https://t.co/5u4eXYiTaD vía @libre_mercado"
"74";"@athumita Muy sencillo: pregúntate quién lo hace en otras CCAA y por qué han escogido Madrid para protestar. Porque de una razón aparentemente noble han aprovechado la excusa para hacer política. En las CCAA psoe donde la sanidad va PEOR no. Por qué? Porque es Ayuso. Y es politica. Fácil"
"75";"@Paco_M_L @barchelonanow @dlacalle Hahahahahahahah.

Buen argumento, mozo. Cierra al salir anda ;)

Por cierto, gasto en sanidad privada de andalucia, 451 E/Habitante

Gasto en sanidad privada de Madrid 789 E/Habitante."
"76";"@RaulSolisEU A vosotros os importa la Sanidad del resto de España?, pues a nosotros tampoco nos importa la de Madrid"
"77";"- Hospital Rey Juan Carlos (#Móstoles)
- Hospital Universitario de Torrejon (Torrejon de Ardoz)

y seguro que alguno me dejo. 

En serio piensa alguno que se está cargando @populares la sanidad pública de Madrid?

#SanidadPublica"
"78";"@estherpalomera @eldiario_Madrid tras oir al Consejero de Sanidad de la CAM en el Programa de AR en Telecinco decías q habías pedido cita en ese momento en atención primaria y te daban para dentro de 14 días...acto seguido lo hice yo y caramba, en mi centro también en la CAM me la daban para mañana mismo..."
"79";"Esto sí es el Madrid que una vez conocí. El de sus ciudadanos. Ojalá esto de repitiera en todas las CCAA. La Sanidad Pública está herida de muerte. En la VIDA, en LA SALUD no hay alternativas sin una Sanidad Pública de Calidad. https://t.co/LO1qdCGNVg"
"80";"@IdiazAyuso Sra. AYUSO. En su ceguera politica, sólo ve comunistas por todas partes. Madrid tiene un  problema con la Sanidad Pública y con los profesionales de la medicina. Sin embargo la medicina privada vive su explendor a costa de los RECORTES de su partido en SANIDAD."
"81";"""Ultraizquierda"", ""agitación"" y ""juego sucio"": Ayuso activa todos los resortes ante el éxito de la protesta por la sanidad pública https://t.co/Z3rgakBrDH via @eldiario_Madrid"
"82";"@PanchoVALDI UD empezó llamándome IDIOTA
Y FALTÁNDOME AL RESPETO
Y TACHÁNDOME DE MENTIROSO
YO ESTUVE EN LA HUELGA POR LA SANIDAD DE MADRID
Y ALLI ESTABAMOS TODAS LAS PERSONAS BARRIOS Y MUNICIPIOS DE LA C DE MADRID
UD NO ES MADRILEÑO NI FUE A LA MANIFESTACIÓN
ASI QUE..."
"83";"@olivelvet2 ¿QUIEN SERÁ LA PRESIDENTA DE LA COMUNIDAD DE MADRID, QUE GESTIONA LA SANIDAD DE LA COMUNIDAD DE MADRID? ¿QUIÉN SERÁ?"
"84";"@almius18 El gasto per capita solo es lo que nos cuesta a cada uno, en el % del total estamos en la media, lo que unido a los datos que el ofrece y que son ciertos, nos deja ver que en Madrid se optimiza mejor el gasto en sanidad
Pese a eso, no podemos obviar el problema, que es nacional."
"85";"@Ivan_Bravic @CasanovaHistory Ayuso insiste en que se está usando la sanidad para una estrategia de acoso y derribo que sólo perjudica al PSOE y a Podemos en beneficio de Más Madrid. Y el año que viene verás, en la Comunidad y el Ayuntamiento, un bipartidismo PP- Más Madrid, independientemente del que gane."
"86";"@Rafa_Hernando @salvadorilla @sanchezcastejon @Rafa_Hernando de los 217 médicos que terminaron el MIR en Madrid se quedaron 27, el resto pasa de la Sanidad madrileña. #SanidadPublica"
"87";"@RosaVillacastin Los q se han manifestado hoy,contra la Sanidad de Madrid,han venido en autobuses de toda España y este jolgorio lo ha organizado la medik@ y padr0 q ha ensuciado su juramento hipocrático,sí es que le hizo. Estáis ensuciando todo:Salud,Justicia,fiscalía, educación con la política."
"88";"@lutoniano @ninjapurpura10 @AntonioMaestre ¿Te has fijado si el programa de Más Madrid habla de no nutrir de recursos humanos a la sanidad pública? ¡Qué no sirve de nada poner pantallas si no hay médicos!"
"89";"@CalaveraUn @republicamurcia @tomascasascm Jajaja triangulito para abajo es normal que no seas muy listo. Vais a protestar contra la sanidad de Madrid desde Castilla la Mancha, Valencia y otras comunidades...
Aunque también es verdad que muchos castellanos manchegos y leoneses van a Madrid al médico. Tan mal no estará"
"90";"A Feijóo le importa un pimiento que Ayuso esté desmantelando la Sanidad Pública de Madrid, le importa un pimiento la situación de médicos, enfermeras y celadores; al líder del PP solo le interesan los sanitarios para esto<U+0001F447> https://t.co/GRqNwMZJVF"
"91";"@Vervibu @quiquepeinado Sí que andan perdidos, en Madrid y cada día en más sitios, están muy nerviosos, ven que salen del gobierno y agitan las calles. La sanidad les importa un bledo, la movilización es política,  contra Ayuso. Están ya tan calados... https://t.co/ctB74G2scJ"
"92";"@matthewbennett Poco tiene que ver el número de médicos de una comunidad con el número de médicos que trabajan en la sanidad pública. En Madrid el 38% de la población tiene seguro privado, porcentaje muy superior al de cualquier otra comunidad."
"93";"@Vale_Versario No hay motivos ..salvo la sanidad en madrid claro"
"94";"Ya está Ayuso aquí para dejar morir a los ciudadanos de la Comunidad de Madrid torpedeando  a la Sanidad Pública. https://t.co/34GfJ0qCp8"
"95";"@mangaporhombro1 @pacomarhuenda Mira, la sanidad en Madrid es una locura. Habla con médicos, enfermeros,  celadores, pacientes, ... Haz una prueba: llana mañana e intenta pedir cita para un especialista. Es tan absurdo que lo niegues. Hay cosas que son política, claro, y otras que son objetivas."
"96";"Génova digiere mal la marcha por la sanidad en Madrid: ""Ayuso lo ha convertido en un problema nacional"" https://t.co/gryghCzBHS #"
"97";"¡¡! GALICIA!! NUESTRA SANIDAD NO VA MEJOR QUE KA DÉ MADRID ¡¡¡MOVILIZACIÓN!!!"
"98";"Tras el éxito de la manifestación de Madrid en defensa de la sanidad pública, ¿debe dimitir el consejero de sanidad de Ayuso? https://t.co/YPx48Fkkr2"
"99";"@AngelaAmyts @PSOE @PODEMOS PSOE, podemos y  más madrid acabarán con los médicos como quería Alfonso guerra. Y si no al tiempo.Esta es la segunda en la frente. La primera el trato del ministerio de sanidad a la elección MIR.  la tercera no querer reconocer jubilación anticipada. Pero Ayuso dimisión no?"
"100";"Los fotoperiodistas denuncian las trabas del Ayuntamiento de Madrid para cubrir la manifestación por la sanidad pública https://t.co/WX6O2k8XAH a través de @publico_es"
"101";"@YorandoDias @larazon_es En ellas se ve que la pérfida Madrid tarda 73 días en operar mientras que Aragón se demora en 183 días; Extremadura en 145 días y Baleares en 134. ¿De verdad que la Sanidad de Madrid funciona peor? Basta ya de mentiras."
"102";"Muchos ánimos a los manifestantes por la sanidad en Madrid<U+0001F4AA>"
"103";"México y Madrid tendrán dos manifestaciones sumamente importantes y en las que la sociedad seguramente se volcará a las calles; una por la salud de la #democracia, la otra por la #salud de la sanidad pública en un país como España. Vaya día.

#ElINENoSeToca
#SanidadDeCalidad https://t.co/wIUCB2tNtr"
"104";"Si lo de Cataluña fue delito de sedición, ¿Qué nombre tiene lo que está haciendo Ayuso con la Sanidad Pública en Madrid?"
"105";"La lucha por la sanidad pública toma las calles de Madrid frente al maltrato de Ayuso https://t.co/nO9q5RRoX6 <U+270D><U+FE0F>@brasciaclara <U+0001F4F8>@olmocalvo #SanidadPública"
"106";"#Salud #Social Bajo el lema 'Madrid se levanta por la sanidad pública', colectivos sociales y sindicatos han convocado a los vecinos de #Madrid con la finalidad de ""defender la sanidad pública frente al caos generado en las últimas semanas"". #Madridiario https://t.co/cSaWIkPuEl"
"107";"No soy de Madrid, pero desde aquí apoyo totalmente cualquier manifestación a favor de la SANIDAD PÚBLICA. #AyusoDimisión"
