"";"full_text"
"56";"Comunicación Institucional en crisis – Coronavirus
https://t.co/NyPdBLhUpU
¿Cómo comunicar en tiempos de crisis desde una institución de Estado en tiempos de crisis por culpa del coronavirus? ¿Qué rol juega la comunicación interna y externa, el vocero, la organización, el Dirco… https://t.co/82VyklljpL"
"57";"#ElDato|| Protégete a ti mismo y a los demás, lava tus manos frecuentemente con agua y jabón, sé precavido, el coronavirus no es juego.¡ La prevención es la clave!  #VuelveACuidarte https://t.co/xn0WQkNETU"
"58";"Se acabó la pandemia, dijeron. 

Chile registra 18.577 casos activos de Covid y positividad alcanza un 15,51%.
5.809 contagiados y 35 fallecidos a causa del virus en las últimas 24 horas. 

 https://t.co/soQDkaHc22"
"59";"En las últimas 24 horas se confirmaron 81 nuevos casos de #coronavirus en 1,411 pruebas que se hicieron.

El informe indica que no se produjeron decesos.

Más detalles en nuestro periódico https://t.co/dDk5yCrbYu

#noticiassin #contagios #pandemia #crisis #salud https://t.co/Pk00okxMTP"
"60";"#Covid #Coronavirus #Salud #Noticias 
<U+0001F9A0> Los casos y la mortalidad por Covid-19 siguen reduciéndose en Europa
https://t.co/mtyBDWSVcR"
"61";"#Vacunacion #COVID19 en #Mexico al día 18 de Noviembre 2022

Total de dosis administradas: 197,496,797
Personas completamente vacunadas: 79,945,002
62.66% de la población completamente vacunada

#coronavirus https://t.co/x9JGHbSLa6"
"62";"#Noticias #Salud #COVID: La #OMS advierte sobre el aumento de pérdidas de #memoria entre #pacientes que han sufrido el #coronavirus  https://t.co/u0ayjXCsIT"
"63";"Que el profesor de Gaztelueta condenado pida una entrevista con el Papa en Roma, ¿no es como si el coronavirus quisiera hablar en su despacho con el presidente de Pfizer?
 #PreguntasParaUnaPandemia https://t.co/JBc2YqTPYh"
"64";"Aquí podemos ver coronavirus persiguiendo esquiadores.
Cuidado con el frío, amijos! https://t.co/MhqLvwSsF8 https://t.co/kEPtszdKSx"
"65";"NOVEDAD

REFLEXIONES ESTRATÉGICAS INSPIRADAS POR EL CORONAVIRUS
Por Juan Carlos Neves
@ArgentinaSaeeg
https://t.co/ERTbiqXH94
@RestaurARG https://t.co/XRqB2ygRwh"
"66";"#Coronavirus COVID-19: más de 26 millones 836 mil peruanos ya fueron vacunados contra el coronavirus #Covid19 https://t.co/yO2rOHiaXr"
"67";"#Coronavirus 96 casos de coronavirus registró Venezuela #18Nov - Efecto Cocuyo #Covid19 https://t.co/EWbGYvsr1o"
"68";"#Coronavirus La persistencia del coronavirus en Zamora duplica la ocupación hospitalaria en una semana #Covid19 https://t.co/hlpOUVt09J"
"69";"#Coronavirus Coronavirus | 'Perro del infierno', la nueva subvariante de Ómicron aún más contagiosa #Covid19 https://t.co/GMtMSraxbo"
"70";"#Coronavirus Coronavirus: variante Omicron y la hiperestesia - https://t.co/2hJhaPsAoj #Covid19 https://t.co/49HlED4Xzj"
"71";"Argentina quiere volver hacer el
Canso de población
para saber cuántos mató los venenos que mal llaman vacunas de Coronavirus que nunca existió:
Asesinos hijosputas
@Censo2022 https://t.co/INMpaStoa9"
"72";"@Davidbale110 @Mariquillazul @ccarballo50 1.- Por la leche de la madre reciben ARNm. Adjunto estudio para el listo

https://t.co/IRbvAGKTa3
2.- Como ya dijo el director del laboratorio de coronavirus del Centro Nacional de Biotecnología, los ""vacunados"" amplifican el virus
https://t.co/CJYN8NqLxn

3.- Piensen un poquito"
"73";"<U+0001F535> Los muertos recuerdan que la pandemia del coronavirus no ha terminado. @desaludpr 
https://t.co/o7mnGMK0sy"
"74";"@AriasPTY @Isabelita123f Nunca nadie dijo #2411: los CDC en marzo de 2021.

https://t.co/gwpewcXX0k https://t.co/F4Wxbp8DkP"
"75";"[#ReporteDiario]
Conoce las cifras diarias del #coronavirus en <U+0001F1E8><U+0001F1F1> con datos del @ministeriosalud 
Recuerda que aunque no sea obligatorio el uso de la mascarilla <U+0001F637> , es recomendable usarla por prevención en espacios cerrados, mal ventilados y/o con aglomeración de personas. https://t.co/BjlM89hLlx"
"76";"#Coronavirus El Departamento de Salud reporta ocho muertes adicionales por el covid-19 #Covid19 https://t.co/ZkOm5rbmAu"
"77";"#Coronavirus Rinden homenaje a fallecidos durante la pandemia del COVID-19 | Sociedad - Vietnamplus #Covid19 https://t.co/Rveh24tiuZ"
"78";"#Coronavirus Covid-19 en Perú: Minsa confirma 2.249 nuevos contagios en sólo 24 horas - Infobae #Covid19 https://t.co/8lbg7gq2Jn"
"79";"#Coronavirus Singapur reporta 1.908 nuevos casos de COVID-19 - Spanish People Daily #Covid19 https://t.co/DSNxrMGdA4"
"80";"#Coronavirus Covid-19: Chile suma otros 6 mil contagios y activos rozan 17 mil, más de 2 semanas sobre 5 dígitos #Covid19 https://t.co/yq8f5S6CAQ"
"81";"@MartinaSisters @JCPEREZCODEX La investigadora es de pantomima, no la enfermedad ni el virus.

Trabajé 6 años en el laboratorio del doctor Enjuanes y ni una vez mencionó los coronavirus felinos."
"82";"<U+0001F9D0><U+0001F92F><U+0001F9D0><U+203C><U+203C> ¡Así va el repunte de casos positivos de coronavirus en Jalisco! <U+0001F9D0><U+0001F92F><U+0001F9D0><U+203C><U+203C>https://t.co/2lboEuW86m"
"83";"@Nanchinho No se encuentra bien, tiene coronavirus."
"84";"@AhriShinjiro Te diria te has enterado lo del coronavirus?"
"85";"@Malmenor2 @kikecay @DavidE54954092 @Cecilia605040 @ToniAlvaL había rechazado moleculares q eran más baratas por rápidas. Lo q coincide con lo q dice esta ex ministra. A eso hay q sumarle q Vizcarra pudo desregularizar digemid, oxígeno medicinal, etc. nada hizo. Solo populismo barato para q sus borregos le aplaudan.

https://t.co/VYHf8OgLmD"
"86";"Chile registra 18.577 casos activos de Covid y positividad alcanza un 15,51% https://t.co/yk6I8xqH6P"
"87";"Chile registra 18.577 casos activos de Covid y positividad alcanza un 15,51% #CooperativaContigo https://t.co/OnqrIW9BKZ https://t.co/BUKdXLUNr7"
"88";"#PREVENCIÓN<U+0001F637>| Acude al centro de inmunización más cercano a tu domicilio o en tu lugar de trabajo y ponte la vacuna <U+0001F489>de refuerzo contra la #COVID19

¡Recuerda que al Coronavirus; le llegó la hora!

#MultilateralismoYUnidad https://t.co/igGYpsnOfZ"
"89";"Los habitantes ahora tienen acceso a vacunas COVID-19, vacunas de refuerzo, pruebas rápidas de antígenos para llevar a casa, así como una nueva prueba PCR de aplicación personal, todo en un solo lugar. 
Para obtener más información, visite: https://t.co/hlIdsR8EPw 
@MayorBowser https://t.co/DdC5ZRt3Qg"
"90";"Aquí están los centros de pruebas para el día de hoy. 
Encuentre oportunidades para vacunarse o ponerse su dosis de refuerzo en los Centros COVID operados por el Distrito visitando: https://t.co/hlIdsRqfH4 
@MayorBowser https://t.co/fGEwP2F99p"
"91";"<U+0001F9A0> Balance Minsal por Covid: Se registran más de 5.500 nuevos casos y 35 muertes a nivel nacional en últimas 24 horas https://t.co/u4pgjELmYu https://t.co/j8o673UOev"
"92";"@AmaliaGreco18 @Elena07865296 @karen_chinchay Se que es tu opinión, solo hice la comparación para que vieras cuan relevante es, ademas todos tenemos derecho a expresarnos libremente, yo acabo de leer que el coronavirus es una bacteria <U+0001F643>"
"93";"Con acento marroquí: #Marruecos/#Coronavirus: estadísticas del día https://t.co/38tfi9Y8az https://t.co/6oyu3rv8TN"
"94";"En la Región de Valparaíso hubo cuatro fallecidos por coronavirus. https://t.co/dhhhcm76Ap"
"95";"@omneco No sirven para diagnóstico, lo dice la CDC. Lo sabían e igual lo compraron. Tuvo como consecuencia un tsunami de cuadros clínicos errados. Hinostroza se opuso, y fue renunciada.
Dr Carballo, español, dijo que fallaron en protocolos oms 1/2
https://t.co/Fl2EwlDkvd https://t.co/JBd4OcFkn4"
"96";"Canarias registra seis fallecidos y 1.169 contagios por coronavirus, 658 de ellos en mayores de 60 https://t.co/Ya5EcKPq0y"
"97";"Nueva nota: Advierten sobre la “triple amenaza de los virus”: gripe, coronavirus y sincicial respiratorio circulan juntos https://t.co/MKXCUFQJId"
"98";"YA ME SIENTO MAJAAAAAAR! Te odie Coronavirus <U+0001F927> https://t.co/ZDJZdnOmMP"
"99";"@DonPatriota1 @BioJuancho @tuiterolibre1 @Buenrolloreturn Por favor subid el nivel. No es Covit sino COVID (acrónimo de coronavirus disease)"
"100";"Las #personas no vacunadas aumentan el #riesgo de SARS-CoV-2 para las personas vacunadas incluso cuando las tasas de #vacunación son altas Vía @Mundelasalud https://t.co/46BAxYfqEw #coronavirus #covid #novacunadas"
"101";"Se amplió el grupo de personas que puede acceder a la vacuna bivalente anual contra el coronavirus. Una que integra a pacientes con enfermedades crónicas y también desde los 60 años <U+0001F449> https://t.co/2KOXXK8YfE https://t.co/oHK84KOjhR"
"102";"“Nadie les había avisado”, como con el coronavirus o las vacunas. https://t.co/Y0uZ5sMxF1"
"103";"El ministro de salud del Reino Unido afirmó que la nueva cepa de coronavirus se salió de control. Por lo que hay de nuevo confinamiento en Londres y en gran parte del territorio británico. Es la únicaforma según señala Matt Hancock, de retomar el

https://t.co/i8Jieeoci0 https://t.co/Q0LpnnQmhL"
"104";"Coronavirus en España: la incidencia sube ligeramente tras tres semanas de descenso y se sitúa en 182 casos

<U+0001F58A>#DatosRTVE 
https://t.co/24syazidoI"
"105";"Panamá enfrenta una escasez de dosis contra el coronavirus, esto debido a que varios lotes vencieron el pasado 31 de octubre, por lo que fueron retirados.
La próxima semana se espera la llegada de nuevas vacunas.
#TReporta https://t.co/vGJJGwprKO"
"106";"Jason Mendoza, la razón del coronavirus https://t.co/sV2znIaPG0"
"107";"Coronavirus en España: la incidencia sube ligeramente tras tres semanas de descenso y se sitúa en 182 casos https://t.co/IjuxyEaKKB a través de @rtve"
"108";"Suspendido el espectáculo 'Los secuestradores del Lago Chiemsee' en #CiudadReal tras positivo en #Covid19 de un integrante @AYTO_CIUDADREAL #Coronavirus https://t.co/VQyYKdwtj8"
"109";"<U+0001F4CC>Aumentan incidencia e ingresos COVID en España
<U+25B6><U+FE0F>Situación por autonomías<U+0001F53B> https://t.co/xnl2TAFfsc"
"110";"@pokexperto ¿Quizá lo quitaron por la posible polémica que pueda surgir al compararlo con el coronavirus?
Sobretodo cuando el Pokérus es algo que quieres que tus Pokémon se contagien."
"111";"@Fer_Vallejo Yo estoy ahora mismo en el cielo y muy feliz. Morí hace dos años del coronavirus, pero afortunadamente en el cielo me permitieron seguir teniendo acceso a mi cuenta de Twitter."
"112";"Buenas Tardes Compatriotas,<U+0001F637> Acude al centro de inmunización más cercano a tu domicilio o en tu lugar de trabajo y ponte la vacuna <U+0001F489>de refuerzo contra la #COVID19

¡Recuerda que al Coronavirus; le llegó la hora!

#18Nov https://t.co/BqWlbThGSw"
"113";"A Felipe VI y a la población española en general, les preocupa la salud del rey Juan Carlos. No se conoce exactamente el estado de salud del rey, sin embargo, preocupa por las especulaciones hechas sobre un posible contagio con coronavirus.

https://t.co/Fu2PkKABpV https://t.co/V0TDqtOcP5"
"114";"@elmundoes Mejor tampoco informar sobre el coronavirus, ni de la guerra de Ucrania... total para crear alarma"
"115";"#Coronavirus | Han fallecido cuatro personas por esta enfermedad en la última semana y hay tres residencias con casos confirmados https://t.co/OciovEOSc0"
"116";"@GVASalutVinaros 
Sanidad notifica 2.013 nuevos casos de coronavirus en la Comunitat Valenciana, 1.107 de ellos en mayores de 60 años
 https://t.co/kEhLSggDJG"
"117";"Salud Pública notifica 108 nuevos contagios de covid-19 en últimas 24 horas 

#MediosPanorama #Pandemia #Covid #Coronavirusrd #Covid19 #Coronavirus 

https://t.co/XnCghHSsqa"
"118";"@Auroraiterum @NoEsXCriticar @PabloIglesias Si, y que el machismo mata más que el coronavirus... https://t.co/xGjUt7IfoI"
"119";"El silencio de Putin se produce cuando Rusia enfrenta crecientes reveses en casi nueve meses de lucha. El líder ruso parece haber delegado la entrega de malas noticias a otros, una táctica que usó durante la pandemia de coronavirus.Nunca ha mencionado la retirada de Kerson"
"120";"[Actualización] Chile registra 16.811 casos activos de Covid-19 y más de 540 mil personas ya tienen la vacuna bivalente #CooperativaContigo https://t.co/CAAx8cenVe https://t.co/Y6MsMqIMcx"
"121";"""La pandemia del #Covid19 #Coronavirus <U+0001F9A0> incrementó 10% las adicciones, es decir, el consumo de drogas entre los jóvenes y 40% la violencia en las familias sobre todo más desprotegidas"". De esto escribe @erickbecerra1 en #EnTiempoReal.
https://t.co/wJL4zZZ6Zg"
"122";"@moro_car25 @dra_regenmedica Yo creo q el coronavirus es lo mismo.  Solo que paso a los humanos"
"123";"Así es la 'lengua covid', un síntoma desconocido por contagio de #coronavirus <U+26A0><U+FE0F> https://t.co/hz6cEDdmH3 vía @A3Noticias"
"124";"Panamá enfrenta una escasez de dosis contra el coronavirus, esto debido a que varios lotes vencieron el pasado 31 de octubre, por lo que fueron retirados.
La próxima semana se espera la llegada de nuevas vacunas.
#TReporta https://t.co/ZCnyZ0cJ6d"
"125";"En centro Covid-19 sospechas de coronavirus disminuyen, cuadros comunes incrementan https://t.co/6NWuwGNZLn"
"126";"<U+0001F9A0> Canarias registra 6 fallecidos y 658 nuevos casos de COVID-19 en mayores de 60 años desde el pasado viernes.

En el Archipiélago hay 102 personas ingresadas por coronavirus, de las que 5 están en UCI y 97 en planta.

#InformativosCR https://t.co/v15NoolgcO"
"127";"Datos de coronavirus: la incidencia sube 10 puntos, de 172 a 181 https://t.co/FnsfmnOo4w"
"128";"#España #CLM registró 417 casos por infección de #Covid19 del 7 al 13 de noviembre en personas mayores de 60 años @gobjccm @SanidadCR #Coronavirus @SanidadAlbacete https://t.co/5QbPaiKEMY"
"129";"La provincia registra 57 nuevos positivos por coronavirus https://t.co/T0I3jzQb4J"
"130";"En el mundo incluyendo a España se continúa combatiendo el coronavirus. Los errores que se siguen cometiendo en la pandemia han hecho aumentar los contagios, sin encontrar aun una solución para erradicarla. #COVID19 #pandemia

https://t.co/qGCXONF1LY https://t.co/1FopHmcY5X"
"131";"<U+0001F6A8>Reporte #COVID19<U+0001F6A8> Registra #SLP 51 nuevos contagios para un total de 235, 693 casos. Con una defunción reportada, se tienen 7,646 muertes por coronavirus
#MagnéticaFM https://t.co/fYixt9n2RM"
"132";"TitularesEEP  “103 casos de coronavirus en Venezuela este 17 de noviembre” https://t.co/6VozZr0WHo |   Vía: @EfectoCocuyo #18Nov"
"133";"El Coronavirus es un juicio ¿Crees? https://t.co/62ojmgbBdt"
"134";"¡Mejora tu protección antes de las reuniones navideñas! No es necesario programar una cita para recibir las vacunas/dosis de refuerzo contra el COVID-19 o las vacunas contra la gripe o el MPX en las clínicas ubicadas en Antioch. https://t.co/DXw4oPFbFC https://t.co/ufSaL2EPzk"
"135";"Reinfecciones de coronavirus que acaban con la salud familiar. Ésto debe saberse. Hay que evitar infectarse de SarsCov2. 
#mascarillaseninvierno 
https://t.co/Kta3y28k0Y"
"136";"@diariosevilla @ChinaDaily ESTOY GUARNÍO TANTO CORONAVIRUS https://t.co/bo6x154Sl4"
"137";"@FreeyellowMarta @miguel_politik @MarcKlein_ @Aurantiacum @il_lustre @vxerocomunista @77populacho @de_thule @sendaabaetxo @JaviLin63 @miaumiaumiaushh @asierbijoux @Eskualdunak @_Ama_lur_ @vlc_JI @ochoabravo32 @GbamatxiAma @_INDEPEStilence @moralanova @Christi36833350 @Crateroccator @motorizer57 @mestel9 @Donpimpon2011 @mrjesusfigueroa @GSuspesa @Juanma_Saez @naty_alfonsa @Carmatpor @DanielRodOrd @jordiss171411 @Mr_morq @Pacofantes @dnai_ @Josetxo05434274 @AlfonsoIXLeon @murciasubjerga @sara_yani @KamiKaz67046218 @osvoyadaramor @maleser23 @RAGAFO1 @Antidoblepensar @Ostras1Pedrin @FKlingon @PeiBasque @calamarcalamar7 Eso. En ningún sitio. Que de hecho se debería haber hecho. 
Menuda sangría. 
https://t.co/31lcK0iRs6"
"138";"#NOTICIA #CORONAVIRUS  Los casos diarios de coronavirus de Corea del Sur han registrado hoy su primera caída intersemanal en seis semanas, con 49.418 casos, avivando las esperanzas de que la reciente ola alcance su pico antes. Más información en: https://t.co/qan0HMgRLP https://t.co/uNUnnliu9k"
"139";"Joven con coronavirus muere en taxi
https://t.co/hDqztLzu0P

Según cretapost, la tragedia ocurrió alrededor de las 12:00 horas del viernes (18/11), cuando todo el personal de guardia del hospital Venizelio fue puesto en “alerta de combate”. Según los informes, el esposo de una..."
"140";"Recién nacido diagnosticado con coronavirus en Wuhan. Así lo informó @Notimex @Notimex_TV
https://t.co/CJRZL6t7Ws https://t.co/k4uO0BPFvG"
"141";"Necesaria la solidaridad mundial para combatir  al Coronavirus: ONU https://t.co/TyvN15o3wK Vía @Notimex @Notimex_TV https://t.co/TGny4qR3fm"
