"1";"Los aficionados del Estudiantes de baloncesto en defensa de la sanidad pública contra el destrozo de Ayuso en Madrid. Grandes.  https://t.co/yzUSEz4xsx" 
"2";"#ÚLTIMAHORA | La Sanidad vuelve a poner en jaque a Ayuso: arranca la huelga indefinida de médicos y pediatras https://t.co/CPnCJFsMAL" 
"3";"<U+203C><U+FE0F> Hoy, los médicos y médicas de atención primaria de Madrid empiezan una huelga.  Lo hacen para salvar la Sanidad del naufragio y garantizar una atención de calidad <U+0001F9D1><U+200D><U+2695><U+FE0F><U+0001F49A>  <U+0001F9F6> ¿Cómo está la situación realmente en los Centros de Salud? Frente a los bulos de Ayuso, aquí los datos <U+0001F447> https://t.co/lMMgnnrOuR" 
"4";"Sanidad en Madrid o cómo el Partido Popular @populares desmanteló la sanidad pública Durante los gobiernos del PP, quien más sufrió la nefasta gestión sanitaria con recortes hasta dejarla por debajo del 6% del PIB, fue la Comunidad de Madrid. https://t.co/0JKvUQvaRo" 
"5";"Mapa de las urgencias en Madrid tras el acuerdo entre Sanidad y sindicatos https://t.co/rf5fsC2jTd" 
"6";"@el_pais_madrid Pero si no tienen competencias sobre patrimonio nacional. Qué forma de engañar y entretener a los madrileños. Dedíquese a solucionar los problemas de la Sanidad Pública!!! No tiene vergüenza!!!" 
"7";"@arachibuty No va de mejorar la sanidad, va de ataque político por parte de la izquierda, a pesar de que la sanidad en Madrid está muchísimo mejor que en el resto de comunidades." 
"8";"@Zascanitario @juanlobato_es Ya quisiera el del Peluquín ,tener una Sanidad Pública como Madrid  <U+0001F923><U+0001F923>" 
"9";"Para los negacionistas de la privatización de la sanidad en Madrid. Reducen la financiación para que la gente se haga un seguro privado. Es la manera (entre otras) de privatizar la sanidad. https://t.co/XTfgY1cW6S" 
"10";"Presidente de la Sociedad Española de Médicos de Atención Primaria: «Meter bulla con la Sanidad en Madrid en época electoral es penoso» https://t.co/50b08w6VUI #SanidadPública #AtenciónPrimaria" 
"11";"Directores de 170 Centros de Salud de Madrid piden al gobierno regional de Ayuso más inversión en Atención Primaria https://t.co/Zx4YnYhqVD" 
